sample_id,split,mask_version,prompt_version,prompt_hash,text_hash,scored_text_hash,scored_text,late_llm_source,late_llm_attempts,late_sentence_structural_integrity,late_phrase_continuity,late_repetition_control,late_repair_efficiency,late_filler_control,late_referential_clarity,late_grammatical_stability,late_local_coherence
TEST_0011,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,50c9771811e61e01fd53a7b817567f16b941bc2587237dd4c8ffd3c636ff1f2f,50c9771811e61e01fd53a7b817567f16b941bc2587237dd4c8ffd3c636ff1f2f,TELARNATTHINGIN THE MOTHER SHE'S WOION DISHES AND THE WATERS RUN ALL OW THE FLOOR AND THEBOY HE'S REACHING UP FOR COOKIES AND HE HIS LATTER SLIPPED FROM UNDERNEATH HIM AND I GUESS HEACH GON TO HAVE AN ACCIDENT ANTHE LITTLE GIRL SHE'S RAINING FOR THE COKIN BUT I WON'T THINK SHE'S GOING TO GETEN EUS THE BOYS FALLING DOWN,api,1,5.0,5.0,9.0,7.0,9.0,7.0,5.0,5.0
TEST_0012,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,8913708acace25c10c2600b9b29b3938ab71c7c66f250d2de1eace422cefee29,8913708acace25c10c2600b9b29b3938ab71c7c66f250d2de1eace422cefee29,HERE'S THE PICTUREWELE THE MOTHER'S WORSHIN THE DISHES AND AND THE WATERS RON THE LOUT OF THE SAKWOANYTHING ELSE CA INE ON PICER NEVER HE STANDING ON A STOOL ON IS HE'S GFAR WHO CANANYTHING ELSE THAT'S ALLI DID SAY SHE WENT TO COCK IHIMSTOLMES FALLEN OVER ITAI,api,1,5.0,3.0,7.0,3.0,5.0,3.0,3.0,3.0
TEST_0013,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,8c85b8e96fd2abf079cb6d0d9d061fa75b7e69a93f43ab2e948cb74437bcd152,8c85b8e96fd2abf079cb6d0d9d061fa75b7e69a93f43ab2e948cb74437bcd152,WHILE THE YOUNG BOY IS REACHING FOR A COOKIE JAR HE STOOD ON ISSTOOL HE LOST HIS BALANCE UM HE IS ABOUT TO FALL HIS SISTERSN IKOING TO GET THE COOKIE SHE WAS ANTICIPATING THE MALL THERE WAS THININKING ABOUT SOMETHING ELSE COULD SHE LET THE WATER OVERFLOW AHAND THEY'RE TWO DIRTY DISHES AND TWO CUPS,api,1,7.0,5.0,9.0,7.0,7.0,5.0,5.0,5.0
TEST_0014,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,225cbdacf6a1d4a5fd298974047bfdccfe5c917808e695a0f16ea8826ae2d4c7,225cbdacf6a1d4a5fd298974047bfdccfe5c917808e695a0f16ea8826ae2d4c7,BUT I LIKE YOU TO THINK WE CAN GO ROND AN FINE FOR YOULOT WO YOU ON HER MISTER TAKE A LOOK AT THIS PICTURE AND TELL ME EVERYTHING THAT YOU SEE HAWME EVERYTHING THAT YOU SEE GOING LON NEVERYTHING WORSE EVERYTHING THAT YOU SEE HOTENING IN THIS PICTURE O YOU O EVERYTHING THAT YOU SEE GOING ON JUST TELL ME EVERYTHING YOU SEE HAPPENING WHAT COULD HAPPEN WHAT IS HAPPENINGWHAT HAS HAPPENING TOLME MIG I STILL AND COKIS WITH HANSHE WAS HAPPYMOTHERIS WA KIDISHOUS WASHIN OFTE WATER WANHIN HE'S GOING TO FALL OFF THAT YERDON BREAK YOUR LAKE LOOK ATWHO CAN NHE'S DONE A WRONG THING TOGEGOT ER HAND OUT THERE HE'S TRYIN TO GIVE HER SUMER HE WEN FORA CHAIRS A LEVE YE COOCK AN TUT UP PIECES WHAT ELSE YOU AREI SAWIT'S GOIN ONCE SO AS I SHE,api,1,3.0,3.0,5.0,5.0,7.0,5.0,3.0,3.0
TEST_0015,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,ed33b86293e3e586ec707b90865ef197f9abee25dc3d240ae6f9c6845ed3a610,ed33b86293e3e586ec707b90865ef197f9abee25dc3d240ae6f9c6845ed3a610,A CLANGERIN ECASWELL THERE'S A LOTLE BOY ON ON A STOOL HE'S GOING TOALL SHORTLY SNITCHING COOKIES MAMMYSWOSHIN DISHES AND THE SINK IS REN AN OVERTA OSRI DUN'T NOW THERE'S ANYTHING MORE THERE ANOT BUT THAT'S WHAT ISAY I SEE COOKIJOR AN HER THAT SPANICH AND COOKIESB O HE,api,1,5.0,3.0,7.0,5.0,7.0,5.0,3.0,5.0
TEST_0016,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,871f39c8c7034bf41de748da1486a333e2b9220dd6db89f454991294f72227cc,871f39c8c7034bf41de748da1486a333e2b9220dd6db89f454991294f72227cc,WE DO NOW HOM TO SHOW YOU A PICTURE O IN THEICTURE THERE SOMETHINGS GOING NDER SOME ACTION TAKING PLACE I WANT YOU TTO AS LOOKAT THE PICTURE DONT TELL ME ANYTHING IN ALL THAT YOU SEE GOING ONINTELL MEAN YOU SEE GOING ON IN THE ATRON OH YES QUITE A LOT HE GOODED THEY GITTURN TO GET THE E COOKY JAR DOWN AND HE'S GOING TO FALL DOWN OFF THE WAREOR THE STOL WHATEVER IT IS AND SHE'S TRYING TO GET ITAUT OUT OF HIS HAND SHE'S GOT LITTLE THOHTS ER THARK SON AND HE MOTHERS DRYING THE DISHES IN THE WATERLOPPIN ALL OVER THE FLOOR THEN THERE'S A GARDEN OTSIDELOOKS LIKE AN THERE'S DRAPES AOF ADRATES WILLABE CALNOMENTS BUT OVER THE WINDOWTHEN THERE'S DISHES OVER HERETHEN THIS LOOKS LIKE CABINETS WITH THE WATERS FOIS OVER IT SOMEBODY'S GOING TO PAUL DOWN OTHAT LADDER THAT'S A STOLL WHEEVER IT IS THEN THE LITTLEIRL HIS WELL SHOES AN SOFTSONHENBER,api,1,3.0,3.0,7.0,5.0,9.0,3.0,3.0,3.0
TEST_0017,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,df3c2967dcc3e97441748778aa10e667633c33db5ceda83eed62eacdfb6a2fc9,df3c2967dcc3e97441748778aa10e667633c33db5ceda83eed62eacdfb6a2fc9,EVERYTHING YOU SEE HAPPENING IN THAT PICTURE EVERYTHING IS GOING ON IN THAT PICTURE ISEE THEM A BOY STRETCHING OUT FOR AN WEN IT'S BOLL A BOON ER CAKE AND ELOOKED HE WAS STANDING ON A STOOL THIS LITTLE SISTER WAS REACHING OUT HER HAND AND THE LAAR WAS BEGINNING TO GO OVER MOTHER WASSETTED DISHWARR SIRE AND SHE LEFT THIS VASIV,api,1,5.0,5.0,7.0,7.0,9.0,5.0,3.0,5.0
TEST_0018,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,3c6a91e6a4146e3c83714b5318a7d98b41005b36f7479fe59e9ff7e51adc1029,3c6a91e6a4146e3c83714b5318a7d98b41005b36f7479fe59e9ff7e51adc1029,YOU A ATIBLE THAND TELL ME EVERYTHING THAT YOU SEE HAPPENING TE THEIR FICTURE EVERYTHING THAT 'S GOING ON WOLITLE GIRLS REACHING FOR A COOKIE AND THE BOY IS ON A STOOL WHICH IS FALLING OVER TO GET IN THE COOKIJAR UPON THE SECOND SHELF OF THE CUPBOARD WHEN THE DOOR OPENED THE FOSOTESTRUNNING AND T OVERFLOWING ONTO THE FLOOR BECAUSE THEM WAS OVERFLOWING INTO THETHINK THE WOMAN IS DRYING A PLATE SHE'S ALSO LOOKINGTHE WINDOW WHITHER COUPLE OF BOWS AND A PLAGUE ON ME YOUCOUNTER CURTAINS AT THE WINDOW SAYS A DRYVE WAY OROOKS LIKE A DRIVE WAY OUTSIDE AN YOU CAN SEE ANOTHER WINDOW IN SOME BUSHES ARE THERE IN THE TREE AND I GUESS THAT'S WHAT LOOKS LIKE A PART OF THE GARAGEWEN OF THE GARAG JOUT THERE AN ENOH THE COOKED JAR AS LIT OL THE LITTLE BOY HAS ONE HERANT INCOOKED JAR IN ONE WITH A COOKIE AND IT HANDING BUT TO THE LITTLE GIRL WHO GOT HER HATHE FORTNER JUST IKE GOT HER FINGERED A MOUSE TO TELL HIM TO BE CAREFULY,api,1,5.0,3.0,7.0,5.0,7.0,5.0,3.0,5.0
TEST_0019,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,e2c849e3b858d0ba43ae3243682861fe307bdbd8b8ae6af3ea56823cecda3e3c,e2c849e3b858d0ba43ae3243682861fe307bdbd8b8ae6af3ea56823cecda3e3c,I WANT YOU TO TELL ME EVERYTHING YOU SEE HAPPENING IN THAT PICTURE EVERYTHING EVERYTHINSEE HAPPENIG HERIN EVERYTHING IS GOING ON ANWHAT'S HAPPENING INWELL AH THIS IS THE BOYINMAY GET THEM COULD EGE OUR NONS FOR SISTER IWANN ASANVAGEAH YOU DINTE FALL OFT THE LAD OFF YEOH THE STOOL OF EVERE SET MOTHER'S OVERHERE SHE DID DROP HIM WATER OR WHATEVER ON FOR ANDCH THE MANAND NO WATER NO RUMAND IT LOOKS LIKE THE THE GIRLS LAUGHING AT BOYNICLASEEGED IT TOLD HIM ALL OVERBANYAR E WATER ON THE FLOOR THEREE TO CUTS YO WANTREA RE,api,1,3.0,3.0,5.0,3.0,7.0,5.0,3.0,3.0
TEST_0020,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,c4cf9a4c27070ceae0fb65ef8923fc7c9822e46de560279094218eb87bf8ecdd,c4cf9a4c27070ceae0fb65ef8923fc7c9822e46de560279094218eb87bf8ecdd,E THAT'S URE A WAILHERE'S A COOKAG YOU ARE THEREWITH THE LID OFF AND THE KID WAS UP GETTIN CORKYSEGEAPSETTHERE'S A WATER SPIGGET HEREGOOD AHEIS BUTLET ME HAVE YOU LOOK AT THIS AGAIN AND I WANT YOU TO TELL ME EVERYTHING YOUE GOING ON RIGHT HERE WHAT DO YOU SEE GOING ON THER KID'S GETTING CORPIESSEE GOOD HAND FORM IS THE ANYTHING ELSE WHAT ELSE IS GOING ONATO WELL ETHISS I CARTED UP HEREIHERE SOMEBODY AITE AN LIF TE DEESH SET TISONE'S DRY AND NADACIOUS WHAT ELSE DESEA GOING ON HERETHIS LADIES DRY AND DAES YOU SEE ANYTHING ELSE'S GONE ON THAT'S HE CROOKED JARAN A LITTLE BOYS ON THE LADDER TRYIN TO GIVE COOKIES ENE SISALI WHBUT HEY W YOU TAKE THEM AWAY,api,1,5.0,3.0,7.0,5.0,7.0,5.0,3.0,5.0
TEST_0021,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,5c9d1832810d794286f70a1291135d0664b0e99b6c109e63fbd8ef9b17a36cd3,5c9d1832810d794286f70a1291135d0664b0e99b6c109e63fbd8ef9b17a36cd3,ASHMANT TAY HE WORK AT THIS FICHER ON OBE EVERYTHING YAF YOU SEE HALF A WOMAN TATKITTHEN EVERYTHING TIT YOU SLEE BELY ON ANTHE SANKIS RUNNING OVER AN TELAISWATTER DRYING THE DISHES AN THE BOICE CRAWLED UP ON THEAN IT'S FOTFALLING AN HE'S GOING TO FALL DOWN ANANHE'S HANDING A COOKE CE LITTLE GIRLCSTAPIHAMBEG DOORS AT IT OPEN NE VISON AFTERIN THE COOKING JAR AFTER THE COOKIESNA UM WHO HA FARSAY TIS,api,1,3.0,3.0,7.0,5.0,7.0,3.0,3.0,3.0
TEST_0022,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,20a79a51c861065e06a51b7f2acbe38a9120f7156558d029eecd67c1d14b76fd,20a79a51c861065e06a51b7f2acbe38a9120f7156558d029eecd67c1d14b76fd,KA NHERE'S THE PICTURE HOUNDSGIRL AND BOY A STOOLINT AR OATHCAN PLAUSEDITGET CURTON WHAT'S GOING ON IN THE PICTURE WIL CONE OF ACTIONIS THERE ALTHOUGWONT WAYS REACH YOU O THE ISENTOL ALLING OVERIS LAAGIN I THANK WE FARYI UKOVKI MATTERSDRYING DISHES THE WATER IS FILLING OVERITS TO T K HAHE CA THAU IER LATEI SEE THEE MOV NATIO TREELS OF SHRAFTSBA SHE'S WIPINGTTOW ANYMORETHAT'S FINE,api,1,3.0,3.0,9.0,5.0,7.0,7.0,3.0,5.0
TEST_0023,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,141a3b2c2d40782c67e3bf08a404a3dbbd12116684d64a9fe4484ff9303eb08c,141a3b2c2d40782c67e3bf08a404a3dbbd12116684d64a9fe4484ff9303eb08c,NOW THE BOYL ON THEIR CHAIR IS A FALLEM REACHIN UP FOR COOKIE AND IN ONE OF THE GIRL THE LADY ISA WIPING ITDISH WATHERD RUNNIN ON THE FLOOR SHE STANDIN IN UTTREES OUTSIDE ALONGSHRUGLY A WINDOW OUTSIDE THAT I CAN SEETHAT'S O OTER NEER HINE,api,1,5.0,3.0,9.0,7.0,9.0,5.0,3.0,5.0
TEST_0024,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,08f05381e199b8836b7ceb4a1621324e7047d5eb65a266475ae94267d5454e87,08f05381e199b8836b7ceb4a1621324e7047d5eb65a266475ae94267d5454e87,KIDS ARE IN THE COKIES AND STOOLS FALLING THOUGHERE THE MOTHERS STELLING THE WATER AND ALSO DRIN THE DISHS AND THE WIND MIGHT BE GLOING THE CURTAINSTHE WATERS RUNINGI CAN'T TELL US ANY GOLD ON OUTSIDE YOUR NOT I GUESS AI FITMONSEA THAT'S NOT VERY REANYN HO OHO,api,1,3.0,3.0,9.0,5.0,7.0,3.0,1.0,3.0
TEST_0025,external,U0_unmasked_normalized_asr,P4_unmasked_form_integrity,a85cbe64e7db4ddecc6116d0e868bdc575e652ebdda5fca7d7e71bd930ae1efb,f90738a2514d1538243aaa938f6321c2a67f4e96d9aad5ea6e8c8faeec30a5cc,f90738a2514d1538243aaa938f6321c2a67f4e96d9aad5ea6e8c8faeec30a5cc,I WANSH TO TELL ME ALL OF THE ACTION YOU SEE GOING ON IN A PICTUREEYOU ES TWO CHILDREN ERNOY MIS ON A STOOL GETTING TO THE CROOKY JARR AND STUIS TILTING OVER HE RIE BALL THISMOTHER N THE MEANTIME IS WIPING DISHESLOOKING OUT BUT HIS OFFERS THROUGH THE KITCHEN WINDOW SHE NAS THE WATER ON WAS SINKIN THE SINK IS OVERFLOWING ITHERE ARE TWO CUPS IN ONE PLAY SITTING ON E SINKTHE LITTLE GIRL ELAUGHING AT THE LITTLE BOY NUD SKETTING IN THE CIPY JAR HANDSALTIER I E IAE,api,1,5.0,5.0,7.0,5.0,7.0,5.0,3.0,5.0
